id,company_id,fiscal_year,ledger_id,department_id,project_id,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,total_target,is_active,created_at,updated_at
1,14,2081/82,277,,,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,True,2026-03-14 12:11:50.635522+00:00,2026-03-14 12:11:50.635527+00:00
2,14,2081/82,739,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2026-03-14 12:11:50.635530+00:00,2026-03-14 12:11:50.635532+00:00
3,14,2081/82,122,,,0.0,43434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43434.0,True,2026-03-14 12:11:50.635535+00:00,2026-03-14 12:11:50.635536+00:00
4,14,2081/82,116,,,0.0,343434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343434.0,True,2026-03-14 12:11:50.635538+00:00,2026-03-14 12:11:50.635540+00:00
5,14,2081/82,120,,,0.0,4343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4343.0,True,2026-03-14 12:11:50.635542+00:00,2026-03-14 12:11:50.635544+00:00
6,14,2081/82,118,,,0.0,43434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43434.0,True,2026-03-14 12:11:50.635546+00:00,2026-03-14 12:11:50.635548+00:00
7,14,2081/82,665,,,0.0,43433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43433.0,True,2026-03-14 12:11:50.635549+00:00,2026-03-14 12:11:50.635551+00:00
8,14,2081/82,108,,,0.0,43434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43434.0,True,2026-03-14 12:11:50.635553+00:00,2026-03-14 12:11:50.635555+00:00
9,14,2081/82,110,,,0.0,4343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4343.0,True,2026-03-14 12:11:50.635559+00:00,2026-03-14 12:11:50.635560+00:00
10,14,2081/82,113,,,0.0,4342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4342.0,True,2026-03-14 12:11:50.635562+00:00,2026-03-14 12:11:50.635564+00:00
11,14,2081/82,107,,,0.0,4343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4343.0,True,2026-03-14 12:11:50.635566+00:00,2026-03-14 12:11:50.635568+00:00
12,14,2081/82,109,,,0.0,43434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43434.0,True,2026-03-14 12:11:50.635570+00:00,2026-03-14 12:11:50.635571+00:00
13,14,2081/82,104,,,0.0,4343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4343.0,True,2026-03-14 12:11:50.635573+00:00,2026-03-14 12:11:50.635575+00:00
14,14,2081/82,123,,,0.0,4342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4342.0,True,2026-03-14 12:11:50.635577+00:00,2026-03-14 12:11:50.635579+00:00
15,14,2081/82,117,,,0.0,4343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4343.0,True,2026-03-14 12:11:50.635580+00:00,2026-03-14 12:11:50.635582+00:00
16,14,2082/83,277,,,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,True,2026-03-14 12:15:19.255819+00:00,2026-03-14 12:15:19.255825+00:00
17,14,2082/83,739,,,0.0,5555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5555.0,True,2026-03-14 12:15:19.255829+00:00,2026-03-14 12:15:19.255833+00:00
18,14,2082/83,122,,,0.0,5555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5555.0,True,2026-03-14 12:15:19.255837+00:00,2026-03-14 12:15:19.255840+00:00
19,14,2082/83,116,,,0.0,5555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5555.0,True,2026-03-14 12:15:19.255844+00:00,2026-03-14 12:15:19.255847+00:00
20,14,2082/83,120,,,0.0,5554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5554.0,True,2026-03-14 12:15:19.255851+00:00,2026-03-14 12:15:19.255855+00:00
21,14,2082/83,118,,,0.0,5555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5555.0,True,2026-03-14 12:15:19.255858+00:00,2026-03-14 12:15:19.255862+00:00
22,14,2082/83,665,,,0.0,5555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5555.0,True,2026-03-14 12:15:19.255870+00:00,2026-03-14 12:15:19.255873+00:00
23,14,2082/83,108,,,0.0,5555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5555.0,True,2026-03-14 12:15:19.255877+00:00,2026-03-14 12:15:19.255882+00:00
24,14,2082/83,110,,,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,True,2026-03-14 12:15:19.255886+00:00,2026-03-14 12:15:19.255889+00:00
25,14,2082/83,113,,,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,True,2026-03-14 12:15:19.255893+00:00,2026-03-14 12:15:19.255896+00:00
26,14,2082/83,107,,,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,True,2026-03-14 12:15:19.255900+00:00,2026-03-14 12:15:19.255903+00:00
27,14,2082/83,109,,,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,True,2026-03-14 12:15:19.255907+00:00,2026-03-14 12:15:19.255910+00:00
28,14,2082/83,104,,,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,True,2026-03-14 12:15:19.255914+00:00,2026-03-14 12:15:19.255917+00:00
29,14,2082/83,123,,,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,True,2026-03-14 12:15:19.255921+00:00,2026-03-14 12:15:19.255924+00:00
30,14,2082/83,117,,,0.0,5555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5555.0,True,2026-03-14 12:15:19.255928+00:00,2026-03-14 12:15:19.255931+00:00
31,14,2082/83,121,,,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,True,2026-03-14 13:09:43.201552+00:00,2026-03-14 13:09:43.201557+00:00
32,14,2082/83,111,,,0.0,5555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5555.0,True,2026-03-14 13:09:43.201560+00:00,2026-03-14 13:09:43.201562+00:00
33,14,2082/83,112,,,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,True,2026-03-14 13:09:43.201578+00:00,2026-03-14 13:09:43.201581+00:00
