id,company_id,name,is_active,created_at
1,19,Goods,True,2026-04-24 00:04:41.195812+00:00
2,19,Commission,True,2026-04-24 00:04:41.195816+00:00
3,19,Contract,True,2026-04-24 00:04:41.195818+00:00
4,19,Other,True,2026-04-24 00:04:41.195819+00:00
5,19,Service,True,2026-04-24 00:04:41.195820+00:00
6,19,Rent,True,2026-04-24 00:04:41.195821+00:00
7,43,Goods,True,2026-04-24 00:04:41.195822+00:00
8,43,Commission,True,2026-04-24 00:04:41.195823+00:00
9,43,Contract,True,2026-04-24 00:04:41.195824+00:00
10,43,Other,True,2026-04-24 00:04:41.195825+00:00
11,43,Service,True,2026-04-24 00:04:41.195826+00:00
12,43,Rent,True,2026-04-24 00:04:41.195827+00:00
13,44,Goods,True,2026-04-24 00:04:41.195828+00:00
14,44,Commission,True,2026-04-24 00:04:41.195829+00:00
15,44,Contract,True,2026-04-24 00:04:41.195830+00:00
16,44,Other,True,2026-04-24 00:04:41.195831+00:00
17,44,Service,True,2026-04-24 00:04:41.195832+00:00
18,44,Rent,True,2026-04-24 00:04:41.195833+00:00
19,45,Goods,True,2026-04-24 00:04:41.195835+00:00
20,45,Commission,True,2026-04-24 00:04:41.195836+00:00
21,45,Contract,True,2026-04-24 00:04:41.195837+00:00
22,45,Other,True,2026-04-24 00:04:41.195838+00:00
23,45,Service,True,2026-04-24 00:04:41.195839+00:00
24,45,Rent,True,2026-04-24 00:04:41.195840+00:00
25,40,Goods,True,2026-04-24 00:04:41.195841+00:00
26,40,Commission,True,2026-04-24 00:04:41.195842+00:00
27,40,Contract,True,2026-04-24 00:04:41.195843+00:00
28,40,Other,True,2026-04-24 00:04:41.195844+00:00
29,40,Service,True,2026-04-24 00:04:41.195845+00:00
30,40,Rent,True,2026-04-24 00:04:41.195846+00:00
31,46,Goods,True,2026-04-24 00:04:41.195847+00:00
32,46,Commission,True,2026-04-24 00:04:41.195848+00:00
33,46,Contract,True,2026-04-24 00:04:41.195849+00:00
34,46,Other,True,2026-04-24 00:04:41.195850+00:00
35,46,Service,True,2026-04-24 00:04:41.195851+00:00
36,46,Rent,True,2026-04-24 00:04:41.195852+00:00
37,20,Goods,True,2026-04-24 00:04:41.195853+00:00
38,20,Commission,True,2026-04-24 00:04:41.195854+00:00
39,20,Contract,True,2026-04-24 00:04:41.195855+00:00
40,20,Other,True,2026-04-24 00:04:41.195856+00:00
41,20,Service,True,2026-04-24 00:04:41.195857+00:00
42,20,Rent,True,2026-04-24 00:04:41.195858+00:00
43,21,Goods,True,2026-04-24 00:04:41.195859+00:00
44,21,Commission,True,2026-04-24 00:04:41.195860+00:00
45,21,Contract,True,2026-04-24 00:04:41.195861+00:00
46,21,Other,True,2026-04-24 00:04:41.195862+00:00
47,21,Service,True,2026-04-24 00:04:41.195864+00:00
48,21,Rent,True,2026-04-24 00:04:41.195865+00:00
49,22,Goods,True,2026-04-24 00:04:41.195866+00:00
50,22,Commission,True,2026-04-24 00:04:41.195867+00:00
51,22,Contract,True,2026-04-24 00:04:41.195868+00:00
52,22,Other,True,2026-04-24 00:04:41.195869+00:00
53,22,Service,True,2026-04-24 00:04:41.195870+00:00
54,22,Rent,True,2026-04-24 00:04:41.195871+00:00
55,23,Goods,True,2026-04-24 00:04:41.195872+00:00
56,23,Commission,True,2026-04-24 00:04:41.195873+00:00
57,23,Contract,True,2026-04-24 00:04:41.195874+00:00
58,23,Other,True,2026-04-24 00:04:41.195875+00:00
59,23,Service,True,2026-04-24 00:04:41.195876+00:00
60,23,Rent,True,2026-04-24 00:04:41.195877+00:00
61,24,Goods,True,2026-04-24 00:04:41.195878+00:00
62,24,Commission,True,2026-04-24 00:04:41.195879+00:00
63,24,Contract,True,2026-04-24 00:04:41.195880+00:00
64,24,Other,True,2026-04-24 00:04:41.195881+00:00
65,24,Service,True,2026-04-24 00:04:41.195882+00:00
66,24,Rent,True,2026-04-24 00:04:41.195883+00:00
67,1,Goods,True,2026-04-24 00:04:41.195884+00:00
68,1,Commission,True,2026-04-24 00:04:41.195885+00:00
69,1,Contract,True,2026-04-24 00:04:41.195886+00:00
70,1,Other,True,2026-04-24 00:04:41.195887+00:00
71,1,Service,True,2026-04-24 00:04:41.195888+00:00
72,1,Rent,True,2026-04-24 00:04:41.195889+00:00
73,3,Goods,True,2026-04-24 00:04:41.195890+00:00
74,3,Commission,True,2026-04-24 00:04:41.195891+00:00
75,3,Contract,True,2026-04-24 00:04:41.195892+00:00
76,3,Other,True,2026-04-24 00:04:41.195893+00:00
77,3,Service,True,2026-04-24 00:04:41.195895+00:00
78,3,Rent,True,2026-04-24 00:04:41.195896+00:00
79,4,Goods,True,2026-04-24 00:04:41.195897+00:00
80,4,Commission,True,2026-04-24 00:04:41.195898+00:00
81,4,Contract,True,2026-04-24 00:04:41.195899+00:00
82,4,Other,True,2026-04-24 00:04:41.195900+00:00
83,4,Service,True,2026-04-24 00:04:41.195901+00:00
84,4,Rent,True,2026-04-24 00:04:41.195902+00:00
85,5,Goods,True,2026-04-24 00:04:41.195903+00:00
86,5,Commission,True,2026-04-24 00:04:41.195904+00:00
87,5,Contract,True,2026-04-24 00:04:41.195905+00:00
88,5,Other,True,2026-04-24 00:04:41.195906+00:00
89,5,Service,True,2026-04-24 00:04:41.195907+00:00
90,5,Rent,True,2026-04-24 00:04:41.195908+00:00
91,16,Goods,True,2026-04-24 00:04:41.195909+00:00
92,16,Commission,True,2026-04-24 00:04:41.195910+00:00
93,16,Contract,True,2026-04-24 00:04:41.195911+00:00
94,16,Other,True,2026-04-24 00:04:41.195912+00:00
95,16,Service,True,2026-04-24 00:04:41.195913+00:00
96,16,Rent,True,2026-04-24 00:04:41.195914+00:00
97,17,Goods,True,2026-04-24 00:04:41.195915+00:00
98,17,Commission,True,2026-04-24 00:04:41.195916+00:00
99,17,Contract,True,2026-04-24 00:04:41.195917+00:00
100,17,Other,True,2026-04-24 00:04:41.195918+00:00
101,17,Service,True,2026-04-24 00:04:41.195919+00:00
102,17,Rent,True,2026-04-24 00:04:41.195920+00:00
103,37,Goods,True,2026-04-24 00:04:41.195921+00:00
104,37,Commission,True,2026-04-24 00:04:41.195922+00:00
105,37,Contract,True,2026-04-24 00:04:41.195923+00:00
106,37,Other,True,2026-04-24 00:04:41.195925+00:00
107,37,Service,True,2026-04-24 00:04:41.195927+00:00
