id,company_id,group_id,name,code,opening_balance,opening_balance_type,is_active,created_at,updated_at
1,3,6,NIC Bank Account,,5000.0,DEBIT,True,2025-11-17 11:18:41.354901+00:00,2025-11-17 11:18:41.354904+00:00
3,6,20,Cash in hand,,0.0,DEBIT,True,2025-11-22 06:36:30.980555+00:00,2025-11-22 06:36:30.980559+00:00
4,6,21,Business owner,,0.0,DEBIT,True,2025-11-22 06:39:01.867619+00:00,2025-11-22 06:39:01.867622+00:00
23,19,140,Salary Expense,,0.0,DEBIT,True,2025-11-23 07:33:10.509664+00:00,2025-11-23 07:33:10.509665+00:00
24,19,141,Office Rent,,0.0,DEBIT,True,2025-11-23 07:33:10.509666+00:00,2025-11-23 07:33:10.509667+00:00
25,19,142,Electricity Expense,,0.0,DEBIT,True,2025-11-23 07:33:10.509668+00:00,2025-11-23 07:33:10.509669+00:00
26,19,147,Internet Expense,,0.0,DEBIT,True,2025-11-23 07:33:10.509670+00:00,2025-11-23 07:33:10.509671+00:00
27,19,145,Travel Expense,,0.0,DEBIT,True,2025-11-23 07:33:10.509672+00:00,2025-11-23 07:33:10.509673+00:00
28,19,139,Printing & Stationery,,0.0,DEBIT,True,2025-11-23 07:33:10.509674+00:00,2025-11-23 07:33:10.509675+00:00
29,19,143,Repair & Maintenance,,0.0,DEBIT,True,2025-11-23 07:33:10.509677+00:00,2025-11-23 07:33:10.509678+00:00
30,19,148,Miscellaneous Expense,,0.0,DEBIT,True,2025-11-23 07:33:10.509680+00:00,2025-11-23 07:33:10.509682+00:00
31,19,132,Commission Income,,0.0,CREDIT,True,2025-11-23 07:33:10.509683+00:00,2025-11-23 07:33:10.509685+00:00
32,19,129,Interest Income,,0.0,CREDIT,True,2025-11-23 07:33:10.509687+00:00,2025-11-23 07:33:10.509689+00:00
33,19,130,Service Income,,0.0,CREDIT,True,2025-11-23 07:33:10.509691+00:00,2025-11-23 07:33:10.509692+00:00
54,20,200,Salary Expense,,0.0,DEBIT,True,2025-11-23 08:11:41.830093+00:00,2025-11-23 08:11:41.830094+00:00
55,20,201,Office Rent,,0.0,DEBIT,True,2025-11-23 08:11:41.830095+00:00,2025-11-23 08:11:41.830096+00:00
56,20,202,Electricity Expense,,0.0,DEBIT,True,2025-11-23 08:11:41.830097+00:00,2025-11-23 08:11:41.830098+00:00
57,20,207,Internet Expense,,0.0,DEBIT,True,2025-11-23 08:11:41.830099+00:00,2025-11-23 08:11:41.830100+00:00
58,20,205,Travel Expense,,0.0,DEBIT,True,2025-11-23 08:11:41.830101+00:00,2025-11-23 08:11:41.830102+00:00
59,20,199,Printing & Stationery,,0.0,DEBIT,True,2025-11-23 08:11:41.830103+00:00,2025-11-23 08:11:41.830104+00:00
60,20,203,Repair & Maintenance,,0.0,DEBIT,True,2025-11-23 08:11:41.830106+00:00,2025-11-23 08:11:41.830107+00:00
61,20,208,Miscellaneous Expense,,0.0,DEBIT,True,2025-11-23 08:11:41.830108+00:00,2025-11-23 08:11:41.830109+00:00
62,20,192,Commission Income,,0.0,CREDIT,True,2025-11-23 08:11:41.830110+00:00,2025-11-23 08:11:41.830111+00:00
63,20,189,Interest Income,,0.0,CREDIT,True,2025-11-23 08:11:41.830112+00:00,2025-11-23 08:11:41.830113+00:00
64,20,190,Service Income,,0.0,CREDIT,True,2025-11-23 08:11:41.830114+00:00,2025-11-23 08:11:41.830115+00:00
71,6,220,Input Tax,,0.0,DEBIT,True,2025-11-23 08:14:49.053072+00:00,2025-11-23 08:14:49.053073+00:00
72,6,233,Output Tax,,0.0,CREDIT,True,2025-11-23 08:14:49.053074+00:00,2025-11-23 08:14:49.053075+00:00
73,6,233,Tax Payable,,0.0,CREDIT,True,2025-11-23 08:14:49.053076+00:00,2025-11-23 08:14:49.053077+00:00
74,6,220,Tax Receivable,,0.0,DEBIT,True,2025-11-23 08:14:49.053078+00:00,2025-11-23 08:14:49.053079+00:00
82,6,260,Salary Expense,,0.0,DEBIT,True,2025-11-23 08:14:49.053094+00:00,2025-11-23 08:14:49.053095+00:00
83,6,261,Office Rent,,0.0,DEBIT,True,2025-11-23 08:14:49.053096+00:00,2025-11-23 08:14:49.053097+00:00
84,6,262,Electricity Expense,,0.0,DEBIT,True,2025-11-23 08:14:49.053098+00:00,2025-11-23 08:14:49.053099+00:00
85,6,267,Internet Expense,,0.0,DEBIT,True,2025-11-23 08:14:49.053100+00:00,2025-11-23 08:14:49.053101+00:00
86,6,265,Travel Expense,,0.0,DEBIT,True,2025-11-23 08:14:49.053102+00:00,2025-11-23 08:14:49.053103+00:00
87,6,259,Printing & Stationery,,0.0,DEBIT,True,2025-11-23 08:14:49.053104+00:00,2025-11-23 08:14:49.053105+00:00
9,19,93,Cash,CASH,0.0,DEBIT,True,2025-11-23 07:33:10.509608+00:00,2025-12-14 13:30:41.652747+00:00
10,19,93,Petty Cash,PETTY_CASH,0.0,DEBIT,True,2025-11-23 07:33:10.509615+00:00,2025-12-14 13:30:41.652752+00:00
2,3,7,Cash,CASH,10000.0,DEBIT,True,2025-11-17 11:19:49.152604+00:00,2025-12-14 13:30:40.354445+00:00
68,6,213,Cash,CASH,0.0,DEBIT,True,2025-11-23 08:14:49.053063+00:00,2025-12-14 13:30:40.850408+00:00
11,19,94,Bank A/C (Placeholder),DEFAULT_BANK,0.0,DEBIT,True,2025-11-23 07:33:10.509619+00:00,2025-12-14 13:30:41.652755+00:00
12,19,100,Input Tax,INPUT_TAX,0.0,DEBIT,True,2025-11-23 07:33:10.509622+00:00,2025-12-14 13:30:41.652757+00:00
13,19,113,Output Tax,OUTPUT_TAX,0.0,CREDIT,True,2025-11-23 07:33:10.509639+00:00,2025-12-14 13:30:41.652759+00:00
14,19,113,Tax Payable,TAX_PAYABLE,0.0,CREDIT,True,2025-11-23 07:33:10.509643+00:00,2025-12-14 13:30:41.652761+00:00
15,19,100,Tax Receivable,TAX_RECEIVABLE,0.0,DEBIT,True,2025-11-23 07:33:10.509646+00:00,2025-12-14 13:30:41.652763+00:00
16,19,129,Service Charge,SERVICE_CHARGE,0.0,CREDIT,True,2025-11-23 07:33:10.509649+00:00,2025-12-14 13:30:41.652765+00:00
17,19,128,Sales (Goods/Service),SALES,0.0,CREDIT,True,2025-11-23 07:33:10.509652+00:00,2025-12-14 13:30:41.652767+00:00
37,20,153,Cash,CASH,0.0,DEBIT,True,2025-11-23 08:11:41.830043+00:00,2025-12-14 13:30:41.778255+00:00
38,20,153,Petty Cash,PETTY_CASH,0.0,DEBIT,True,2025-11-23 08:11:41.830048+00:00,2025-12-14 13:30:41.778261+00:00
39,20,154,Bank A/C (Placeholder),DEFAULT_BANK,0.0,DEBIT,True,2025-11-23 08:11:41.830051+00:00,2025-12-14 13:30:41.778264+00:00
40,20,160,Input VAT,INPUT_VAT,0.0,DEBIT,True,2025-11-23 08:11:41.830054+00:00,2025-12-14 13:30:41.778266+00:00
41,20,173,Output VAT,OUTPUT_VAT,0.0,CREDIT,True,2025-11-23 08:11:41.830058+00:00,2025-12-14 13:30:41.778269+00:00
42,20,175,VAT Payable,VAT_PAYABLE,0.0,CREDIT,True,2025-11-23 08:11:41.830061+00:00,2025-12-14 13:30:41.778271+00:00
43,20,162,VAT Receivable,VAT_RECEIVABLE,0.0,DEBIT,True,2025-11-23 08:11:41.830065+00:00,2025-12-14 13:30:41.778273+00:00
44,20,173,Duties & Taxes,DUTIES_TAXES,0.0,CREDIT,True,2025-11-23 08:11:41.830069+00:00,2025-12-14 13:30:41.778276+00:00
45,20,189,Service Charge,SERVICE_CHARGE,0.0,CREDIT,True,2025-11-23 08:11:41.830073+00:00,2025-12-14 13:30:41.778278+00:00
46,20,174,TDS Payable,TDS_PAYABLE,0.0,CREDIT,True,2025-11-23 08:11:41.830076+00:00,2025-12-14 13:30:41.778281+00:00
47,20,161,TDS Receivable,TDS_RECEIVABLE,0.0,DEBIT,True,2025-11-23 08:11:41.830078+00:00,2025-12-14 13:30:41.778283+00:00
48,20,188,Sales (Goods/Service),SALES,0.0,CREDIT,True,2025-11-23 08:11:41.830080+00:00,2025-12-14 13:30:41.778285+00:00
49,20,195,Purchase (Goods/Service),PURCHASES,0.0,DEBIT,True,2025-11-23 08:11:41.830082+00:00,2025-12-14 13:30:41.778287+00:00
50,20,188,Sales Return,SALES_RETURN,0.0,CREDIT,True,2025-11-23 08:11:41.830084+00:00,2025-12-14 13:30:41.778290+00:00
51,20,195,Purchase Return,PURCHASE_RETURN,0.0,DEBIT,True,2025-11-23 08:11:41.830086+00:00,2025-12-14 13:30:41.778292+00:00
52,20,209,Discount Allowed,DISCOUNT_ALLOWED,0.0,DEBIT,True,2025-11-23 08:11:41.830088+00:00,2025-12-14 13:30:41.778294+00:00
88,6,263,Repair & Maintenance,,0.0,DEBIT,True,2025-11-23 08:14:49.053106+00:00,2025-11-23 08:14:49.053107+00:00
89,6,268,Miscellaneous Expense,,0.0,DEBIT,True,2025-11-23 08:14:49.053108+00:00,2025-11-23 08:14:49.053109+00:00
90,6,252,Commission Income,,0.0,CREDIT,True,2025-11-23 08:14:49.053110+00:00,2025-11-23 08:14:49.053111+00:00
91,6,249,Interest Income,,0.0,CREDIT,True,2025-11-23 08:14:49.053112+00:00,2025-11-23 08:14:49.053115+00:00
92,6,250,Service Income,,0.0,CREDIT,True,2025-11-23 08:14:49.053116+00:00,2025-11-23 08:14:49.053117+00:00
588,6,215,Walk In Customer,,0.0,DEBIT,True,2026-02-13 08:47:16.705638+00:00,2026-02-13 08:47:16.705975+00:00
127,6,215,Customers,CUSTOMERS,0.0,DEBIT,True,2025-11-26 01:37:05.535663+00:00,2025-11-26 01:37:05.535667+00:00
128,6,232,Suppliers,SUPPLIERS,0.0,CREDIT,True,2025-11-26 01:37:05.535669+00:00,2025-11-26 01:37:05.535671+00:00
131,21,333,Cash,CASH,0.0,DEBIT,True,2025-11-27 10:48:24.242380+00:00,2025-11-27 10:48:24.242383+00:00
132,21,333,Petty Cash,PETTY_CASH,0.0,DEBIT,True,2025-11-27 10:48:24.242385+00:00,2025-11-27 10:48:24.242386+00:00
133,21,334,Bank A/C (Placeholder),DEFAULT_BANK,0.0,DEBIT,True,2025-11-27 10:48:24.242387+00:00,2025-11-27 10:48:24.242388+00:00
134,21,335,Customers,CUSTOMERS,0.0,DEBIT,True,2025-11-27 10:48:24.242390+00:00,2025-11-27 10:48:24.242391+00:00
135,21,352,Suppliers,SUPPLIERS,0.0,CREDIT,True,2025-11-27 10:48:24.242392+00:00,2025-11-27 10:48:24.242393+00:00
136,21,340,Input Tax,INPUT_TAX,0.0,DEBIT,True,2025-11-27 10:48:24.242394+00:00,2025-11-27 10:48:24.242395+00:00
137,21,353,Output Tax,OUTPUT_TAX,0.0,CREDIT,True,2025-11-27 10:48:24.242397+00:00,2025-11-27 10:48:24.242398+00:00
138,21,353,Tax Payable,TAX_PAYABLE,0.0,CREDIT,True,2025-11-27 10:48:24.242399+00:00,2025-11-27 10:48:24.242400+00:00
139,21,340,Tax Receivable,TAX_RECEIVABLE,0.0,DEBIT,True,2025-11-27 10:48:24.242401+00:00,2025-11-27 10:48:24.242403+00:00
140,21,369,Service Charge,SERVICE_CHARGE,0.0,CREDIT,True,2025-11-27 10:48:24.242404+00:00,2025-11-27 10:48:24.242405+00:00
141,21,368,Sales (Goods/Service),SALES,0.0,CREDIT,True,2025-11-27 10:48:24.242406+00:00,2025-11-27 10:48:24.242407+00:00
142,21,375,Purchase (Goods/Service),PURCHASES,0.0,DEBIT,True,2025-11-27 10:48:24.242408+00:00,2025-11-27 10:48:24.242410+00:00
143,21,368,Sales Return,SALES_RETURN,0.0,CREDIT,True,2025-11-27 10:48:24.242411+00:00,2025-11-27 10:48:24.242412+00:00
144,21,375,Purchase Return,PURCHASE_RETURN,0.0,DEBIT,True,2025-11-27 10:48:24.242413+00:00,2025-11-27 10:48:24.242414+00:00
145,21,389,Discount Allowed,DISCOUNT_ALLOWED,0.0,DEBIT,True,2025-11-27 10:48:24.242415+00:00,2025-11-27 10:48:24.242417+00:00
146,21,371,Discount Received,DISCOUNT_RECEIVED,0.0,CREDIT,True,2025-11-27 10:48:24.242418+00:00,2025-11-27 10:48:24.242419+00:00
147,21,380,Salary Expense,,0.0,DEBIT,True,2025-11-27 10:48:24.242420+00:00,2025-11-27 10:48:24.242421+00:00
148,21,381,Office Rent,,0.0,DEBIT,True,2025-11-27 10:48:24.242422+00:00,2025-11-27 10:48:24.242423+00:00
149,21,382,Electricity Expense,,0.0,DEBIT,True,2025-11-27 10:48:24.242425+00:00,2025-11-27 10:48:24.242426+00:00
150,21,387,Internet Expense,,0.0,DEBIT,True,2025-11-27 10:48:24.242428+00:00,2025-11-27 10:48:24.242429+00:00
151,21,385,Travel Expense,,0.0,DEBIT,True,2025-11-27 10:48:24.242431+00:00,2025-11-27 10:48:24.242432+00:00
152,21,379,Printing & Stationery,,0.0,DEBIT,True,2025-11-27 10:48:24.242435+00:00,2025-11-27 10:48:24.242436+00:00
153,21,383,Repair & Maintenance,,0.0,DEBIT,True,2025-11-27 10:48:24.242437+00:00,2025-11-27 10:48:24.242438+00:00
154,21,388,Miscellaneous Expense,,0.0,DEBIT,True,2025-11-27 10:48:24.242440+00:00,2025-11-27 10:48:24.242441+00:00
155,21,372,Commission Income,,0.0,CREDIT,True,2025-11-27 10:48:24.242443+00:00,2025-11-27 10:48:24.242444+00:00
156,21,369,Interest Income,,0.0,CREDIT,True,2025-11-27 10:48:24.242445+00:00,2025-11-27 10:48:24.242446+00:00
157,21,370,Service Income,,0.0,CREDIT,True,2025-11-27 10:48:24.242447+00:00,2025-11-27 10:48:24.242448+00:00
158,21,364,Capital Account,CAPITAL,0.0,CREDIT,True,2025-11-27 10:48:24.242449+00:00,2025-11-27 10:48:24.242450+00:00
159,21,365,Drawings,DRAWINGS,0.0,CREDIT,True,2025-11-27 10:48:24.242452+00:00,2025-11-27 10:48:24.242453+00:00
160,21,366,Retained Earnings,RETAINED_EARNINGS,0.0,CREDIT,True,2025-11-27 10:48:24.242454+00:00,2025-11-27 10:48:24.242455+00:00
161,22,393,Cash,CASH,0.0,DEBIT,True,2025-11-27 11:08:09.008680+00:00,2025-11-27 11:08:09.008685+00:00
162,22,393,Petty Cash,PETTY_CASH,0.0,DEBIT,True,2025-11-27 11:08:09.008687+00:00,2025-11-27 11:08:09.008689+00:00
163,22,394,Bank A/C (Placeholder),DEFAULT_BANK,0.0,DEBIT,True,2025-11-27 11:08:09.008691+00:00,2025-11-27 11:08:09.008694+00:00
164,22,395,Customers,CUSTOMERS,0.0,DEBIT,True,2025-11-27 11:08:09.008696+00:00,2025-11-27 11:08:09.008698+00:00
165,22,412,Suppliers,SUPPLIERS,0.0,CREDIT,True,2025-11-27 11:08:09.008700+00:00,2025-11-27 11:08:09.008702+00:00
